fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,success,country,pricing
10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,0.115,71.0,Italy,Medium
8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,0.14,87.0,Italy,Medium
11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,0.092,67.0,Italy,Medium
8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,0.098,55.0,Italy,Expensive
13.0,0.32,0.65,2.6,0.09300000000000001,15.0,47.0,0.9996,3.05,0.61,0.106,44.0,Italy,Expensive
9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,0.114,61.0,Spain,Medium
12.5,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,0.10400000000000001,68.0,Italy,Budget
9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,0.106,50.0,Spain,Medium
10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,0.094,53.0,Spain,Budget
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,0.102,45.0,Spain,Expensive
9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,0.09699999999999999,50.0,Spain,Budget
10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,0.11,53.0,Spain,Expensive
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,0.102,73.0,Italy,Expensive
9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,0.10099999999999999,71.0,Italy,Medium
10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,0.092,56.0,Italy,Budget
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,0.11699999999999999,83.0,Italy,Budget
10.6,0.36,0.59,2.2,0.152,6.0,18.0,0.9986,3.04,1.05,0.094,60.0,Italy,Budget
10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,0.094,47.0,Spain,Medium
10.6,0.44,0.68,4.1,0.114,6.0,24.0,0.997,3.06,0.66,0.134,63.0,Italy,Budget
10.2,0.67,0.39,1.9,0.054000000000000006,6.0,17.0,0.9976,3.17,0.47,0.1,39.0,Spain,Expensive
10.2,0.67,0.39,1.9,0.054000000000000006,6.0,17.0,0.9976,3.17,0.47,0.1,55.0,Spain,Budget
10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,0.1,67.0,Italy,Expensive
11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,0.10800000000000001,76.0,Spain,Budget
9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,0.102,88.0,Italy,Budget
9.3,0.775,0.27,2.8,0.078,24.0,56.0,0.9984,3.31,0.67,0.106,65.0,Italy,Expensive
9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,0.133,80.0,Italy,Budget
8.9,0.4,0.51,2.6,0.052000000000000005,13.0,27.0,0.995,3.32,0.9,0.134,81.0,Italy,Budget
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,0.11599999999999999,72.0,Italy,Expensive
6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,0.121,66.0,Italy,Medium
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,0.11,57.0,Italy,Expensive
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,0.09,69.0,Spain,Budget
7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,0.111,55.0,Spain,Medium
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,0.11,80.0,Italy,Expensive
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,0.11599999999999999,60.0,Italy,Medium
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,0.09,63.0,Italy,Budget
10.4,0.44,0.73,6.55,0.07400000000000001,38.0,76.0,0.9990000000000001,3.17,0.85,0.12,59.0,Italy,Budget
10.4,0.44,0.73,6.55,0.07400000000000001,38.0,76.0,0.9990000000000001,3.17,0.85,0.12,70.0,Italy,Medium
10.5,0.26,0.47,1.9,0.078,6.0,24.0,0.9976,3.18,1.04,0.109,80.0,Spain,Expensive
10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,1.05,0.10800000000000001,67.0,Italy,Expensive
10.2,0.49,0.63,2.9,0.07200000000000001,10.0,26.0,0.9968,3.16,0.78,0.125,89.0,Italy,Medium
10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,0.10800000000000001,60.0,Italy,Medium
11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,0.095,77.0,Italy,Budget
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,0.102,51.0,Italy,Expensive
13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,0.114,75.0,Italy,Medium
12.4,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,0.095,71.0,Spain,Medium
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,0.102,82.0,Italy,Budget
10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,0.09699999999999999,51.0,Spain,Medium
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,0.11800000000000001,68.0,Italy,Medium
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,0.11800000000000001,75.0,Spain,Expensive
8.5,0.655,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,0.09300000000000001,39.0,Spain,Budget
12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,0.11900000000000001,52.0,Italy,Budget
10.4,0.61,0.49,2.1,0.2,5.0,16.0,0.9994,3.16,0.63,0.084,16.0,Spain,Medium
10.9,0.21,0.49,2.8,0.08800000000000001,11.0,32.0,0.9972,3.22,0.68,0.11699999999999999,59.0,Spain,Budget
7.3,0.365,0.49,2.5,0.08800000000000001,39.0,106.0,0.9966,3.36,0.78,0.11,47.0,Spain,Expensive
9.8,0.25,0.49,2.7,0.08800000000000001,15.0,33.0,0.9982,3.42,0.9,0.1,58.0,Spain,Medium
7.6,0.41,0.49,2.0,0.08800000000000001,16.0,43.0,0.998,3.48,0.64,0.091,47.0,Spain,Budget
8.2,0.39,0.49,2.3,0.099,47.0,133.0,0.9979,3.38,0.99,0.098,32.0,Italy,Budget
9.3,0.4,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,0.094,53.0,Spain,Budget
9.2,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,0.095,61.0,Italy,Medium
10.4,0.64,0.24,2.8,0.105,29.0,53.0,0.9998,3.24,0.67,0.099,45.0,Italy,Budget
7.3,0.365,0.49,2.5,0.08800000000000001,39.0,106.0,0.9966,3.36,0.78,0.11,72.0,Spain,Budget
7.0,0.38,0.49,2.5,0.09699999999999999,33.0,85.0,0.9962,3.39,0.77,0.114,55.0,Spain,Medium
8.2,0.42,0.49,2.6,0.084,32.0,55.0,0.9988,3.34,0.75,0.087,60.0,Italy,Medium
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,0.094,49.0,Spain,Medium
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.9990000000000001,3.41,0.87,0.10300000000000001,64.0,Italy,Expensive
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,0.10300000000000001,60.0,Spain,Expensive
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,0.10300000000000001,54.0,Italy,Expensive
10.3,0.27,0.24,2.1,0.07200000000000001,15.0,33.0,0.9956,3.22,0.66,0.128,89.0,Italy,Budget
10.0,0.48,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,0.1,59.0,Italy,Budget
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.9990000000000001,3.41,0.87,0.10300000000000001,55.0,Spain,Medium
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,0.094,56.0,Italy,Budget
8.1,0.825,0.24,2.1,0.084,5.0,13.0,0.9972,3.37,0.77,0.107,59.0,Spain,Expensive
12.9,0.35,0.49,5.8,0.066,5.0,35.0,1.0014,3.2,0.66,0.12,82.0,Italy,Budget
11.2,0.5,0.74,5.15,0.1,5.0,17.0,0.9996,3.22,0.62,0.11199999999999999,46.0,Spain,Expensive
9.2,0.59,0.24,3.3,0.10099999999999999,20.0,47.0,0.9988,3.26,0.67,0.096,56.0,Italy,Budget
9.5,0.46,0.49,6.3,0.064,5.0,17.0,0.9988,3.21,0.73,0.11,61.0,Italy,Expensive
9.3,0.715,0.24,2.1,0.07,5.0,20.0,0.9966,3.12,0.59,0.099,38.0,Spain,Budget
11.2,0.66,0.24,2.5,0.085,16.0,53.0,0.9993,3.06,0.72,0.11,58.0,Italy,Expensive
14.3,0.31,0.74,1.8,0.075,6.0,15.0,1.0008,2.86,0.79,0.084,67.0,Italy,Medium
9.1,0.47,0.49,2.6,0.094,38.0,106.0,0.9982,3.08,0.59,0.091,47.0,Spain,Budget
7.5,0.55,0.24,2.0,0.078,10.0,28.0,0.9983,3.45,0.78,0.095,51.0,Spain,Medium
10.6,0.31,0.49,2.5,0.067,6.0,21.0,0.9987,3.26,0.86,0.107,71.0,Italy,Medium
12.4,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,0.10400000000000001,58.0,Italy,Budget
9.0,0.53,0.49,1.9,0.171,6.0,25.0,0.9975,3.27,0.61,0.094,48.0,Italy,Expensive
6.8,0.51,0.01,2.1,0.07400000000000001,9.0,25.0,0.9958,3.33,0.56,0.095,45.0,Spain,Budget
9.4,0.43,0.24,2.8,0.092,14.0,45.0,0.998,3.19,0.73,0.1,56.0,Italy,Budget
9.5,0.46,0.24,2.7,0.092,14.0,44.0,0.998,3.12,0.74,0.1,46.0,Spain,Budget
5.0,1.04,0.24,1.6,0.05,32.0,96.0,0.9934,3.74,0.62,0.115,55.0,Spain,Budget
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,0.111,53.0,Italy,Medium
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,0.111,72.0,Spain,Medium
10.9,0.53,0.49,4.6,0.11800000000000001,10.0,17.0,1.0002,3.07,0.56,0.11699999999999999,65.0,Italy,Medium
15.6,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,0.111,56.0,Italy,Expensive
10.9,0.53,0.49,4.6,0.11800000000000001,10.0,17.0,1.0002,3.07,0.56,0.11699999999999999,53.0,Italy,Budget
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,0.127,83.0,Spain,Budget
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,0.114,43.0,Italy,Budget
9.0,0.44,0.49,2.4,0.078,26.0,121.0,0.9978,3.23,0.58,0.092,51.0,Spain,Medium
9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61,0.092,33.0,Italy,Medium
7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,0.10099999999999999,43.0,Spain,Medium
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,0.127,85.0,Italy,Budget
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,0.114,57.0,Italy,Budget
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,0.09,60.0,Italy,Expensive
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,0.09,51.0,Spain,Medium
9.8,0.5,0.49,2.6,0.25,5.0,20.0,0.9990000000000001,3.31,0.79,0.107,63.0,Italy,Budget
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,0.11699999999999999,44.0,Spain,Expensive
11.5,0.35,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.91,0.11,68.0,Italy,Medium
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,0.11699999999999999,71.0,Spain,Budget
10.2,0.24,0.49,2.4,0.075,10.0,28.0,0.9978,3.14,0.61,0.10400000000000001,51.0,Italy,Medium
10.5,0.59,0.49,2.1,0.07,14.0,47.0,0.9991,3.3,0.56,0.096,33.0,Spain,Medium
10.6,0.34,0.49,3.2,0.078,20.0,78.0,0.9992,3.19,0.7,0.1,71.0,Italy,Expensive
12.3,0.27,0.49,3.1,0.079,28.0,46.0,0.9993,3.2,0.8,0.102,43.0,Italy,Budget
9.9,0.5,0.24,2.3,0.10300000000000001,6.0,14.0,0.9978,3.34,0.52,0.1,53.0,Italy,Medium
8.8,0.44,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6,0.095,51.0,Spain,Budget
8.8,0.47,0.49,2.9,0.085,17.0,110.0,0.9982,3.29,0.6,0.098,48.0,Espana,Budget
10.6,0.31,0.49,2.2,0.063,18.0,40.0,0.9976,3.14,0.51,0.098,61.0,Spain,Expensive
12.3,0.5,0.49,2.2,0.08900000000000001,5.0,14.0,1.0002,3.19,0.44,0.096,25.0,Spain,Budget
12.3,0.5,0.49,2.2,0.08900000000000001,5.0,14.0,1.0002,3.19,0.44,0.096,59.0,Italy,Medium
11.7,0.49,0.49,2.2,0.083,5.0,15.0,1.0,3.19,0.43,0.092,44.0,Italy,Expensive
12.0,0.28,0.49,1.9,0.07400000000000001,10.0,21.0,0.9976,2.98,0.66,0.099,57.0,Italy,Medium
11.8,0.33,0.49,3.4,0.09300000000000001,54.0,80.0,1.0002,3.3,0.76,0.107,60.0,Italy,Medium
7.6,0.51,0.24,2.4,0.091,8.0,38.0,0.998,3.47,0.66,0.096,59.0,Italy,Expensive
11.1,0.31,0.49,2.7,0.094,16.0,47.0,0.9986,3.12,1.02,0.106,73.0,Italy,Medium
7.3,0.73,0.24,1.9,0.10800000000000001,18.0,102.0,0.9967,3.26,0.59,0.09300000000000001,50.0,Spain,Medium
5.0,0.42,0.24,2.0,0.06,19.0,50.0,0.9917,3.72,0.74,0.14,86.0,Spain,Expensive
10.2,0.29,0.49,2.6,0.059000000000000004,5.0,13.0,0.9976,3.05,0.74,0.105,61.0,Italy,Budget
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,0.09699999999999999,60.0,Spain,Budget
6.6,0.39,0.49,1.7,0.07,23.0,149.0,0.9922,3.12,0.5,0.115,76.0,Italy,Medium
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,0.09699999999999999,48.0,Italy,Medium
9.9,0.49,0.58,3.5,0.094,9.0,43.0,1.0004,3.29,0.58,0.09,63.0,Italy,Medium
7.9,0.72,0.17,2.6,0.096,20.0,38.0,0.9978,3.4,0.53,0.095,62.0,Italy,Medium
8.9,0.595,0.41,7.9,0.086,30.0,109.0,0.9998,3.27,0.57,0.09300000000000001,37.0,Spain,Expensive
12.4,0.4,0.51,2.0,0.059000000000000004,6.0,24.0,0.9994,3.04,0.6,0.09300000000000001,50.0,Italy,Budget
11.9,0.58,0.58,1.9,0.071,5.0,18.0,0.998,3.09,0.63,0.1,59.0,Italy,Budget
8.5,0.585,0.18,2.1,0.078,5.0,30.0,0.9967,3.2,0.48,0.098,65.0,Spagna,Medium
12.7,0.59,0.45,2.3,0.08199999999999999,11.0,22.0,1.0,3.0,0.7,0.09300000000000001,59.0,Spain,Medium
8.2,0.915,0.27,2.1,0.08800000000000001,7.0,23.0,0.9962,3.26,0.47,0.1,38.0,Spain,Medium
13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,0.09,53.0,Spain,Budget
7.7,0.835,0.0,2.6,0.081,6.0,14.0,0.9975,3.3,0.52,0.09300000000000001,44.0,Spain,Budget
13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,0.09,62.0,Italy,Budget
8.3,0.58,0.13,2.9,0.096,14.0,63.0,0.9984,3.17,0.62,0.091,58.0,Italy,Medium
8.3,0.6,0.13,2.6,0.085,6.0,24.0,0.9984,3.31,0.59,0.092,62.0,Italy,Medium
9.4,0.41,0.48,4.6,0.07200000000000001,10.0,20.0,0.9973,3.34,0.79,0.122,88.0,Italy,Expensive
8.8,0.48,0.41,3.3,0.092,26.0,52.0,0.9982,3.31,0.53,0.105,81.0,Spain,Budget
10.1,0.65,0.37,5.1,0.11,11.0,65.0,1.0026,3.32,0.64,0.10400000000000001,57.0,Italy,Expensive
6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,0.127,59.0,Italy,Budget
8.8,0.24,0.54,2.5,0.083,25.0,57.0,0.9983,3.39,0.54,0.092,40.0,Spain,Medium
13.2,0.38,0.55,2.7,0.081,5.0,16.0,1.0006,2.98,0.54,0.094,62.0,Spain,Medium
7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,0.1,52.0,Italy,Expensive
8.2,0.39,0.38,1.5,0.057999999999999996,10.0,29.0,0.9962,3.26,0.74,0.098,49.0,Spain,Budget
9.2,0.755,0.18,2.2,0.14800000000000002,10.0,103.0,0.9969,2.87,1.36,0.102,63.0,Spain,Budget
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,0.09699999999999999,39.0,Italy,Budget
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,0.09699999999999999,47.0,Italy,Expensive
11.5,0.31,0.51,2.2,0.079,14.0,28.0,0.9982,3.03,0.93,0.098,56.0,Italy,Expensive
11.4,0.46,0.5,2.7,0.122,4.0,17.0,1.0006,3.13,0.7,0.102,43.0,Spain,Expensive
11.3,0.37,0.41,2.3,0.08800000000000001,6.0,16.0,0.9988,3.09,0.8,0.09300000000000001,47.0,Spain,Budget
8.3,0.54,0.24,3.4,0.076,16.0,112.0,0.9976,3.27,0.61,0.094,55.0,Italy,Budget
8.2,0.56,0.23,3.4,0.078,14.0,104.0,0.9976,3.28,0.62,0.094,34.0,Italy,Budget
10.0,0.58,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,0.095,42.0,Spain,Medium
7.9,0.51,0.25,2.9,0.077,21.0,45.0,0.9974,3.49,0.96,0.121,60.0,Italy,Budget
6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,0.102,49.0,Spain,Budget
6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,0.102,41.0,Spain,Medium
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,0.091,47.0,Spain,Medium
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,0.091,47.0,Spain,Budget
8.7,0.54,0.26,2.5,0.09699999999999999,7.0,31.0,0.9976,3.27,0.6,0.09300000000000001,70.0,Italy,Medium
7.6,0.685,0.23,2.3,0.111,20.0,84.0,0.9964,3.21,0.61,0.09300000000000001,43.0,Italy,Medium
8.7,0.54,0.26,2.5,0.09699999999999999,7.0,31.0,0.9976,3.27,0.6,0.09300000000000001,67.0,Italy,Medium
10.4,0.28,0.54,2.7,0.105,5.0,19.0,0.9988,3.25,0.63,0.095,52.0,Italy,Budget
7.6,0.41,0.14,3.0,0.087,21.0,43.0,0.9964,3.32,0.57,0.105,41.0,Italy,Medium
10.1,0.935,0.22,3.4,0.105,11.0,86.0,1.001,3.43,0.64,0.113,44.0,Spain,Budget
7.9,0.35,0.21,1.9,0.073,46.0,102.0,0.9964,3.27,0.58,0.095,44.0,Italy,Budget
8.7,0.84,0.0,1.4,0.065,24.0,33.0,0.9954,3.27,0.55,0.09699999999999999,52.0,Spain,Budget
9.6,0.88,0.28,2.4,0.086,30.0,147.0,0.9979,3.24,0.53,0.094,43.0,Italy,Medium
9.5,0.885,0.27,2.3,0.084,31.0,145.0,0.9978,3.24,0.53,0.094,40.0,Spain,Medium
7.7,0.915,0.12,2.2,0.14300000000000002,7.0,23.0,0.9964,3.35,0.65,0.102,75.0,Italy,Budget
8.9,0.29,0.35,1.9,0.067,25.0,57.0,0.997,3.18,1.36,0.10300000000000001,58.0,Italy,Medium
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,0.094,59.0,Spain,Budget
9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,0.095,53.0,Italy,Medium
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,0.094,42.0,Italy,Budget
9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,0.095,60.0,Italy,Budget
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,0.094,56.0,Italy,Budget
7.8,0.64,0.1,6.0,0.115,5.0,11.0,0.9984,3.37,0.69,0.10099999999999999,68.0,Italy,Budget
7.3,0.67,0.05,3.6,0.107,6.0,20.0,0.9972,3.4,0.63,0.10099999999999999,44.0,Spain,Budget
8.3,0.845,0.01,2.2,0.07,5.0,14.0,0.9967,3.32,0.58,0.11,55.0,Spain,Budget
8.7,0.48,0.3,2.8,0.066,10.0,28.0,0.9964,3.33,0.67,0.11199999999999999,64.0,Italy,Budget
6.7,0.42,0.27,8.6,0.068,24.0,148.0,0.9948,3.16,0.57,0.113,53.0,Italy,Budget
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,0.096,46.0,Spain,Budget
9.8,0.88,0.25,2.5,0.10400000000000001,35.0,155.0,1.001,3.41,0.67,0.11199999999999999,66.0,Italy,Expensive
15.9,0.36,0.65,7.5,0.096,22.0,71.0,0.9976,2.98,0.84,0.149,89.0,Italy,Budget
9.4,0.33,0.59,2.8,0.079,9.0,30.0,0.9976,3.12,0.54,0.12,50.0,Italy,Expensive
8.6,0.47,0.47,2.4,0.07400000000000001,7.0,29.0,0.9979,3.08,0.46,0.095,46.0,Italy,Medium
9.7,0.55,0.17,2.9,0.087,20.0,53.0,1.0004,3.14,0.61,0.094,51.0,Italy,Budget
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,0.096,51.0,Spain,Medium
12.0,0.5,0.59,1.4,0.073,23.0,42.0,0.998,2.92,0.68,0.105,56.0,Italy,Medium
7.2,0.52,0.07,1.4,0.07400000000000001,5.0,20.0,0.9973,3.32,0.81,0.096,64.0,Italy,Expensive
7.1,0.84,0.02,4.4,0.096,5.0,13.0,0.997,3.41,0.57,0.11,66.0,Spain,Expensive
7.2,0.52,0.07,1.4,0.07400000000000001,5.0,20.0,0.9973,3.32,0.81,0.096,52.0,Spain,Medium
7.5,0.42,0.31,1.6,0.08,15.0,42.0,0.9978,3.31,0.64,0.09,39.0,Spain,Medium
7.2,0.57,0.06,1.6,0.076,9.0,27.0,0.9972,3.36,0.7,0.096,63.0,Spain,Expensive
10.1,0.28,0.46,1.8,0.05,5.0,13.0,0.9974,3.04,0.79,0.102,51.0,Spain,Medium
12.1,0.4,0.52,2.0,0.092,15.0,54.0,1.0,3.03,0.66,0.102,33.0,Italy,Medium
9.4,0.59,0.14,2.0,0.084,25.0,48.0,0.9981,3.14,0.56,0.09699999999999999,62.0,Italy,Budget
8.3,0.49,0.36,1.8,0.222,6.0,16.0,0.998,3.18,0.6,0.095,75.0,Italy,Budget
11.3,0.34,0.45,2.0,0.08199999999999999,6.0,15.0,0.9988,2.94,0.66,0.092,52.0,Spain,Medium
10.0,0.73,0.43,2.3,0.059000000000000004,15.0,31.0,0.9966,3.15,0.57,0.11,70.0,Italy,Expensive
11.3,0.34,0.45,2.0,0.08199999999999999,6.0,15.0,0.9988,2.94,0.66,0.092,79.0,Italy,Budget
6.9,0.4,0.24,2.5,0.083,30.0,45.0,0.9959,3.26,0.58,0.1,34.0,Spain,Budget
8.2,0.73,0.21,1.7,0.07400000000000001,5.0,13.0,0.9968,3.2,0.52,0.095,52.0,Spain,Medium
9.8,1.24,0.34,2.0,0.079,32.0,151.0,0.998,3.15,0.53,0.095,52.0,Spain,Budget
8.2,0.73,0.21,1.7,0.07400000000000001,5.0,13.0,0.9968,3.2,0.52,0.095,50.0,Italy,Budget
10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,0.09300000000000001,52.0,Spain,Budget
9.3,0.41,0.39,2.2,0.064,12.0,31.0,0.9984,3.26,0.65,0.102,59.0,Spain,Budget
10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,0.09300000000000001,55.0,Italy,Medium
8.6,0.8,0.11,2.3,0.084,12.0,31.0,0.9979,3.4,0.48,0.099,60.0,Italy,Budget
8.3,0.78,0.1,2.6,0.081,45.0,87.0,0.9983,3.48,0.53,0.1,55.0,Spain,Expensive
10.8,0.26,0.45,3.3,0.06,20.0,49.0,0.9972,3.13,0.54,0.096,41.0,Spain,Medium
13.3,0.43,0.58,1.9,0.07,15.0,40.0,1.0004,3.06,0.49,0.09,49.0,Spain,Expensive
8.0,0.45,0.23,2.2,0.094,16.0,29.0,0.9962,3.21,0.49,0.102,55.0,Italy,Medium
8.5,0.46,0.31,2.25,0.078,32.0,58.0,0.998,3.33,0.54,0.098,47.0,Italy,Budget
8.1,0.78,0.23,2.6,0.059000000000000004,5.0,15.0,0.997,3.37,0.56,0.113,47.0,Spain,Budget
9.8,0.98,0.32,2.3,0.078,35.0,152.0,0.998,3.25,0.48,0.094,50.0,Italy,Budget
8.1,0.78,0.23,2.6,0.059000000000000004,5.0,15.0,0.997,3.37,0.56,0.113,37.0,Spain,Budget
7.1,0.65,0.18,1.8,0.07,13.0,40.0,0.997,3.44,0.6,0.091,29.0,Spain,Expensive
9.1,0.64,0.23,3.1,0.095,13.0,38.0,0.9998,3.28,0.59,0.09699999999999999,45.0,Spain,Medium
7.7,0.66,0.04,1.6,0.039,4.0,9.0,0.9962,3.4,0.47,0.094,55.0,Italy,Medium
8.1,0.38,0.48,1.8,0.157,5.0,17.0,0.9976,3.3,1.05,0.094,44.0,Italy,Expensive
7.4,1.185,0.0,4.25,0.09699999999999999,5.0,14.0,0.9966,3.63,0.54,0.107,27.0,Spain,Medium
9.2,0.92,0.24,2.6,0.087,12.0,93.0,0.9998,3.48,0.54,0.098,70.0,Italy,Budget
8.6,0.49,0.51,2.0,0.42200000000000004,16.0,62.0,0.9979,3.03,1.17,0.09,36.0,Spain,Budget
9.0,0.48,0.32,2.8,0.084,21.0,122.0,0.9984,3.32,0.62,0.094,44.0,Spain,Medium
9.0,0.47,0.31,2.7,0.084,24.0,125.0,0.9984,3.31,0.61,0.094,62.0,Italy,Budget
5.1,0.47,0.02,1.3,0.034,18.0,44.0,0.9921,3.9,0.62,0.128,72.0,Italy,Expensive
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,0.095,56.0,Spain,Medium
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,0.095,70.0,Italy,Medium
9.4,0.615,0.28,3.2,0.087,18.0,72.0,1.0001,3.31,0.53,0.09699999999999999,34.0,Spain,Medium
11.8,0.38,0.55,2.1,0.071,5.0,19.0,0.9986,3.11,0.62,0.10800000000000001,48.0,Espana,Budget
